#group	SRR10033141	SRR10033144	SRR10159290	SRR10159293	SRR10159299	SRR10159308	SRR10604353	SRR10604354	SRR10604355	SRR10604356	SRR10604357	SRR10604358	SRR10604359	SRR10604360	SRR10604361	SRR10604362	SRR10604363	SRR10604364	SRR10604365	SRR10604366	SRR10604367	SRR10604368	SRR10604369	SRR10604370	SRR10604371	SRR10604372	SRR10604373	SRR10604374	SRR10604375	SRR10604376	SRR10604377	SRR10604378	SRR10604379	SRR10604380	SRR10604381	SRR10604382	SRR10604383	SRR10604384	SRR12001324	SRR12001325	SRR12001326	SRR12001327	SRR12001328	SRR12001329	SRR12001330	SRR12001331	SRR12001332	SRR12470634	SRR12470635	SRR12470659	SRR12572697	SRR12572699	SRR12572700	SRR12572707	SRR13011266	SRR13011276	SRR13011282	SRR13011285	SRR13011286	SRR13011289	SRR13011293	SRR13011298	SRR13011299	SRR13023223	SRR13023224	SRR13023225	SRR13023226	SRR13023227	SRR13023228	SRR13023229	SRR13023230	SRR13023232	SRR13023233	SRR13023234	SRR13023235	SRR13023237	SRR13240050	SRR13240051	SRR13240052	SRR13240053	SRR13240054	SRR13612594	SRR13612595	SRR13612596	SRR13612597	SRR13619036	SRR13619037	SRR13619038	SRR14088427	SRR14088428	SRR14088429	SRR14088440	SRR14479200	SRR14479205	SRR14479206	SRR14479207	SRR14479208	SRR14479209	SRR14479210	SRR14479211	SRR14479225	SRR14479226	SRR14479227	SRR14479228	SRR14479229	SRR14479230	SRR14479245	SRR14479246	SRR14479247	SRR14479248	SRR14479249	SRR14479250	SRR14479264	SRR14479265	SRR14479268	SRR14479269	SRR14907352	SRR14907353	SRR14907354	SRR14907355	SRR14907356	SRR17224856	SRR17224857	SRR17224858	SRR17224859	SRR17224860	SRR17224861	SRR17224862	SRR17224863	SRR17224864	SRR17224865	SRR17711211	SRR17711215	SRR17711237	SRR17711241	SRR19328989	SRR19328990	SRR19328991	SRR19328996	SRR19329007	SRR19329018	SRR19329029	SRR19329040	SRR19329041	SRR20110003	SRR20110004	SRR20110005	SRR20290374	SRR20290375	SRR20290376	SRR20290377	SRR20290388	SRR20290399	SRR20290410	SRR20290411	SRR21615878	SRR21615879	SRR21615882	SRR21615883	SRR22059209	SRR22059220	SRR22059231	SRR22059267	SRR22059276	SRR22059277	SRR22073311	SRR22073312	SRR22073313	SRR22106546	SRR22106553	SRR22106560	SRR22106561	SRR22106562	SRR22106563	SRR22463539	SRR22463540	SRR22463541	SRR22463542	SRR22463543	SRR22463544	SRR22463545	SRR22463546	SRR22463548	SRR22463549	SRR22463550	SRR22463551	SRR24090957	SRR24090958	SRR24090959	SRR24090966	SRR24090967	SRR24090968	SRR24112416	SRR24112417	SRR24112418	SRR24112419	SRR24112420	SRR24112421	SRR24112422	SRR24112423	SRR24112424	SRR24112425	SRR24112426	SRR24112427	SRR24112428	SRR24112429	SRR24112430	SRR24112431	SRR24112432	SRR24283330	SRR24283331	SRR24283334	SRR24283345	SRR24283356	SRR24283367	SRR24283378	SRR24283389	SRR24283398	SRR24283399	SRR24283400	SRR24283401	SRR25992317	SRR25992318	SRR25992319	SRR25992320	SRR25992321	SRR25992328	SRR25992329	SRR25992330	SRR25992331	SRR25992339	SRR25992350	SRR25992351	SRR25998238	SRR25998259	SRR25998270	SRR25998282	SRR25998315	SRR25998316	SRR26322612	SRR26322620	SRR26322621	SRR26322622	SRR26322623	SRR26322624	SRR26322625	SRR26322626	SRR26322627	SRR29038938	SRR29038939	SRR29038946	SRR29038947	SRR3337803	SRR3337804	SRR3337805	SRR3337806	SRR3337807	SRR3337808	SRR3337847	SRR5083096	SRR5083097	SRR5083102	SRR5801184	SRR5801185	SRR5801186	SRR6376636	SRR6376637	SRR6376639	SRR6376660	SRR6376661	SRR6510572	SRR6510574	SRR6510575	SRR8949212	SRR8949214	SRR8949215	SRR8949216	SRR8949217
chlorate_reducers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
predatory_or_exoparasitic	4	0	4	5	0	0	7	4	6	11	5	5	290	23	1	28	23	6	5	6	9	4	7	4	6	1	2	6	15	3	0	2	3	2	2	3	1	2	0	2	0	4	6	2	7	6	13	1	2	0	5	1	6	0	2	2	2	2	3	4	1	5	0	1	2	0	0	1	0	2	8	1	0	0	0	3	1	4	8	13	4	11	16	19	18	4	2	1	12	15	16	5	43	20	50	21	2	0	3	23	21	31	11	15	46	36	25	37	1	0	1	15	303	4	203	2	0	3	0	5	1	0	0	2	5	1	0	0	7	7	6	0	0	0	0	2	1	0	1	1	1	0	1	2	0	1	1	4	19	1	3	5	1	1	0	0	3	1	1	1	4	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	2	1	1	1	4	2	1	1	2	2	2	0	0	0	1	0	0	1	1	2	0	1	3	0	1	1	1	0	5	3	1	0	1	0	0	1	3	2	0	0	4	3	1	2	0	5	2	1	7	4	6	3	4	1	4	3	4	1	6	0	0	0	2	1	3	4	2	4	2	7	6	2	5	2	3	4	0	0	0	1	0	0	0	7	2	2	2	5	3	0	0	1	2	2	0	1	1	2	0	0	2	0
chloroplasts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nonphotosynthetic_cyanobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
photosynthetic_cyanobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anoxygenic_photoautotrophy_H2_oxidizing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anoxygenic_photoautotrophy_S_oxidizing	1	0	3	0	1	1	1	0	2	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	1	0	0	5	5	1	0	0	0	0	0	3	3	9	2	1	3	12	5	14	10	1	0	0	0	0	3	0	1	0	4	0	0	1	0	2	0	0	0	5	0	1	0	0	0	1	0	0	53	64	63	59	0	0	0	32	41	23	13	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	3	1	2	4	4	3	2	1	1	14	12	5	3	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	3	62	83	0	0	0	0	0	0	1	2	2	0	0	2	0	0	1	0	2	1	4	1	3	6	3	5	2	2	2	2	2	1	2	1	3	4	2	2	7	2	0	0	3	0	1	0	0	1	1	0	2	1	0	0	1	22	29	25	32	19	33	32	20	16	19	20	20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	6	2	8	16	4	3	4	9	3	1	0	2	14	14	9	0	0	0	0	0	9	6	7	0	1	0	0	0
anoxygenic_photoautotrophy_Fe_oxidizing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anoxygenic_photoautotrophy	1	0	3	0	1	1	1	0	2	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	1	0	0	5	5	1	0	0	0	0	0	3	3	9	2	1	3	12	5	14	10	1	0	0	0	0	3	0	1	0	4	0	0	1	0	2	0	0	0	5	0	1	0	0	0	1	0	0	53	64	63	59	0	0	0	32	41	23	13	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	3	1	2	4	4	3	2	1	1	14	12	5	3	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	3	62	83	0	0	0	0	0	0	1	2	2	0	0	2	0	0	1	0	2	1	4	1	3	6	3	5	2	2	2	2	2	1	2	1	3	4	2	2	7	2	0	0	3	0	1	0	0	1	1	0	2	1	0	0	1	22	29	25	32	19	33	32	20	16	19	20	20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	6	2	8	16	4	3	4	9	3	1	0	2	14	14	9	0	0	0	0	0	9	6	7	0	1	0	0	0
oxygenic_photoautotrophy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
photoautotrophy	1	0	3	0	1	1	1	0	2	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	1	0	0	5	5	1	0	0	0	0	0	3	3	9	2	1	3	12	5	14	10	1	0	0	0	0	3	0	1	0	4	0	0	1	0	2	0	0	0	5	0	1	0	0	0	1	0	0	53	64	63	59	0	0	0	32	41	23	13	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	3	1	2	4	4	3	2	1	1	14	12	5	3	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	3	62	83	0	0	0	0	0	0	1	2	2	0	0	2	0	0	1	0	2	1	4	1	3	6	3	5	2	2	2	2	2	1	2	1	3	4	2	2	7	2	0	0	3	0	1	0	0	1	1	0	2	1	0	0	1	22	29	25	32	19	33	32	20	16	19	20	20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	6	2	8	16	4	3	4	9	3	1	0	2	14	14	9	0	0	0	0	0	9	6	7	0	1	0	0	0
aerobic_anoxygenic_phototrophy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
photoheterotrophy	2	4	30	15	16	19	3	7	5	5	3	9	0	0	2	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	2	0	3	2	3	4	8	9	1	0	0	0	0	0	6	4	11	6	2	6	13	5	14	10	1	0	2	0	1	3	1	1	0	8	0	7	6	0	5	3	5	1	12	4	2	0	1	8	10	2	4	56	67	66	64	0	0	0	55	71	63	34	34	3	13	11	45	9	13	16	4	15	15	21	4	9	7	16	4	8	2	84	5	59	35	1	2	0	1	1	2	4	7	0	1	2	2	2	3	1	4	11	7	12	11	7	2	5	13	11	9	7	3	3	17	21	8	6	1	3	4	1	3	7	2	22	17	58	46	0	1	2	1	2	0	0	2	1	1	4	0	0	3	2	1	4	2	0	0	3	0	1	4	3	4	1	24	101	67	9	6	10	10	7	13	9	8	14	10	6	9	9	9	10	15	10	8	8	16	10	1	4	10	10	13	8	5	9	12	4	6	36	47	35	40	28	43	37	27	22	30	27	37	1	9	3	7	3	1	0	0	0	0	0	0	4	0	0	14	9	16	14	8	20	4	10	5	11	3	1	0	2	35	33	20	5	0	13	7	16	29	12	10	4	6	14	5	2
phototrophy	2	4	30	15	16	19	3	7	5	5	3	9	0	0	2	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	2	0	3	2	3	4	8	9	1	0	0	0	0	0	6	4	11	6	2	6	13	5	14	10	1	0	2	0	1	3	1	1	0	8	0	7	6	0	5	3	5	1	12	4	2	0	1	8	10	2	4	56	67	66	64	0	0	0	55	71	63	34	34	3	13	11	45	9	13	16	4	15	15	21	4	9	7	16	4	8	2	84	5	59	35	1	2	0	1	1	2	4	7	0	1	2	2	2	3	1	4	11	7	12	11	7	2	5	13	11	9	7	3	3	17	21	8	6	1	3	4	1	3	7	2	22	17	58	46	0	1	2	1	2	0	3	64	84	1	4	0	0	3	2	1	4	2	0	0	3	0	1	4	3	4	1	24	101	67	9	6	10	10	7	13	9	8	14	10	6	9	9	9	10	15	10	8	8	16	10	1	4	10	10	13	8	5	9	12	4	6	36	47	35	40	28	43	37	27	22	30	27	37	1	9	3	7	3	1	0	0	0	0	0	0	4	0	0	14	9	16	14	8	20	4	10	5	11	3	1	0	2	35	33	20	5	0	13	7	16	29	12	10	4	6	14	5	2
plastic_degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ureolysis	7	11	15	12	6	11	2	5	1	3	1	0	3	0	0	0	0	2	0	0	2	4	4	0	3	3	10	1	1	6	2	0	1	1	1	1	7	4	4	8	2	4	4	9	6	9	19	36	31	25	16	11	13	1	1	0	1	1	1	0	0	0	0	2	4	1	0	4	7	2	7	5	3	2	2	2	8	107	26	42	11	38	23	24	20	0	0	0	42	40	53	22	56	45	29	21	42	66	45	32	96	187	140	87	81	129	44	50	19	46	30	96	46	101	60	19	3	0	2	8	2	10	26	10	10	15	17	10	20	7	15	11	19	15	21	13	10	9	15	20	12	13	16	14	42	22	22	1	4	1	2	0	0	1	0	7	3	6	3	5	8	11	2	13	23	0	0	0	6	11	2	0	6	4	3	19	3	2	32	20	3	4	3	8	7	16	34	25	10	474	52	28	10	10	16	19	14	22	10	12	5	8	8	2	6	11	15	14	11	5	10	15	14	6	9	12	9	7	7	13	6	13	25	28	25	26	20	22	14	17	20	30	27	11	25	4	7	0	7	0	2	2	3	1	2	1	0	0	15	14	10	12	3	6	4	17	4	6	0	5	6	8	15	23	15	1	1	10	5	7	18	18	20	6	5	6	4	5
reductive_acetogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chemoheterotrophy	353	235	372	519	348	348	180	170	184	196	217	156	663	482	182	426	795	323	500	394	452	184	365	203	294	240	105	134	175	253	78	81	99	126	151	144	240	232	803	797	239	202	159	206	1257	621	423	318	327	297	108	92	151	47	175	186	167	289	241	201	142	256	328	464	242	278	196	172	172	112	497	321	246	194	161	336	40	350	211	126	95	803	1062	1031	946	166	149	161	783	808	862	578	528	948	1350	567	463	677	913	579	574	931	857	992	522	1090	516	1285	862	982	832	881	982	604	1011	224	191	152	239	239	168	695	820	675	924	990	1236	693	809	576	841	201	197	248	293	251	240	259	445	350	329	262	358	277	365	271	455	425	452	254	334	235	276	202	231	513	887	636	655	563	270	312	476	462	362	1532	1684	1266	164	178	102	66	210	77	405	594	286	1074	348	749	957	354	1370	352	901	483	422	522	515	772	257	157	94	105	142	173	165	133	120	74	99	106	134	166	177	140	114	143	113	183	141	233	144	210	249	190	229	160	213	402	192	507	577	638	507	490	617	522	479	406	428	533	506	203	351	686	302	156	260	257	212	257	220	235	205	332	206	225	375	530	299	373	1166	434	288	442	1496	576	306	221	318	275	394	330	379	435	307	286	231	202	414	249	410	189	246	221	191	139
unassigned	492	450	426	488	485	490	444	437	348	373	450	297	1983	2548	318	2318	4033	1223	2591	1450	3964	490	1851	939	766	396	380	810	930	737	435	469	539	494	403	415	424	345	371	390	457	664	662	568	818	585	824	1101	1206	1158	2050	2290	959	2610	268	336	251	257	277	283	261	248	265	486	649	321	385	410	403	399	1104	602	503	669	385	886	1730	964	905	1084	478	1977	2169	2131	2070	266	285	247	1878	2115	1652	1954	4431	3147	2813	5308	5987	4263	3060	5679	3631	4580	4503	2219	3809	2907	4957	3427	5073	5436	6155	4148	4125	5505	4040	7952	374	337	460	344	398	706	720	443	1145	564	1267	723	595	385	1116	311	256	308	344	323	287	343	285	257	248	301	361	312	892	765	715	783	884	757	706	613	668	535	553	1178	876	837	1084	678	277	274	406	372	383	5720	5738	5902	733	677	726	876	548	897	596	633	776	1342	957	1088	1897	819	1578	752	1298	700	1585	2260	1785	543	647	422	452	459	502	518	477	493	501	438	484	453	478	470	491	449	457	405	479	309	306	338	338	403	369	372	449	361	348	360	331	926	1013	1017	906	776	915	930	1082	967	863	893	895	193	255	1403	263	281	221	355	253	235	245	310	257	302	242	300	663	656	690	673	533	547	755	349	874	926	566	532	552	527	688	723	690	440	454	406	409	465	531	460	430	370	389	321	466	372
